employee_id,date_of_joining,joining_month,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,burn_rate,risk
EMP014436,26-02-2008,February,Male,Product,No,0,1,4.1,0.17,Low Risk
EMP014437,19-09-2008,September,Male,Product,No,3,6,5.7,0.55,Low Risk
EMP014438,13-02-2008,February,Female,Service,Yes,3,5,5.9,0.48,Low Risk
EMP014439,16-04-2008,April,Male,Service,No,2,4,3.2,0.25,Low Risk
EMP014440,11-06-2008,June,Female,Product,No,2,4,6.8,0.69,Low Risk
EMP014441,25-06-2008,June,Male,Product,No,4,7,6.9,0.58,Low Risk
EMP014442,17-12-2008,December,Male,Product,No,1,3,5.9,0.51,Low Risk
EMP014443,01-10-2008,October,Female,Service,Yes,2,3,4.1,0.26,Low Risk
EMP014444,08-08-2008,August,Male,Product,No,2,5,7,0.57,Low Risk
EMP014445,03-04-2008,April,Male,Product,Yes,3,5,5.6,0.38,Low Risk
EMP014446,29-02-2008,February,Female,Product,No,2,5,6.5,0.57,Low Risk
EMP014447,14-12-2008,December,Female,Product,Yes,1,3,5,0.33,Low Risk
EMP014449,02-08-2008,August,Male,Product,Yes,1,4,4.5,0.38,Low Risk
EMP014451,29-06-2008,June,Male,Product,No,4,9,7.4,0.73,High Risk
EMP014453,29-10-2008,October,Female,Service,Yes,1,2,4.1,0.18,Low Risk
EMP014454,22-09-2008,September,Female,Service,No,3,4,3.3,0.24,Low Risk
EMP014455,24-02-2008,February,Male,Product,Yes,1,3,4.2,0.33,Low Risk
EMP014456,26-09-2008,September,Female,Product,Yes,3,6,5.6,0.38,Low Risk
EMP014457,19-11-2008,November,Male,Service,Yes,1,4,7.3,0.52,Low Risk
EMP014459,06-05-2008,May,Female,Product,No,2,5,8.3,0.67,Low Risk
EMP014460,11-06-2008,June,Male,Service,No,4,8,7.8,0.73,High Risk
EMP014463,27-12-2008,December,Female,Service,Yes,0,1,3.9,0.28,Low Risk
EMP014464,08-10-2008,October,Female,Service,No,3,7,8.5,0.78,High Risk
EMP014465,17-03-2008,March,Female,Service,Yes,2,5,6.6,0.53,Low Risk
EMP014469,19-01-2008,January,Female,Service,No,2,1,2.5,0.07,Low Risk
EMP014471,27-10-2008,October,Female,Service,No,3,4,6.9,0.5,Low Risk
EMP014472,05-12-2008,December,Male,Service,No,2,5,5,0.45,Low Risk
EMP014473,13-08-2008,August,Male,Service,Yes,2,5,6.5,0.53,Low Risk
EMP014474,13-08-2008,August,Male,Product,Yes,4,7,6.8,0.65,Low Risk
EMP014475,27-01-2008,January,Male,Service,Yes,1,2,5.8,0.41,Low Risk
EMP014476,19-09-2008,September,Female,Product,Yes,2,3,4.2,0.31,Low Risk
EMP014478,21-11-2008,November,Male,Service,No,5,8,8.6,0.87,High Risk
EMP014480,03-12-2008,December,Male,Service,No,2,3,3.4,0.16,Low Risk
EMP014481,27-02-2008,February,Female,Service,No,2,6,7.5,0.75,High Risk
EMP014482,01-03-2008,March,Female,Product,Yes,3,6,5.4,0.48,Low Risk
EMP014483,29-08-2008,August,Female,Service,Yes,1,4,6.1,0.39,Low Risk
EMP014484,08-08-2008,August,Female,Product,Yes,1,4,6.1,0.42,Low Risk
EMP014485,16-11-2008,November,Female,Service,No,1,4,5.8,0.38,Low Risk
EMP014486,10-11-2008,November,Male,Product,Yes,3,5,4.9,0.41,Low Risk
EMP014487,18-11-2008,November,Male,Service,Yes,2,4,3.1,0.16,Low Risk
EMP014488,17-09-2008,September,Male,Service,No,2,4,7.1,0.56,Low Risk
EMP014489,05-02-2008,February,Male,Product,No,2,4,5.7,0.54,Low Risk
EMP014490,18-10-2008,October,Female,Service,No,3,7,8.6,0.75,High Risk
EMP014491,15-12-2008,December,Female,Product,No,1,2,2.9,0.18,Low Risk
EMP014492,23-02-2008,February,Female,Service,Yes,2,4,5.7,0.4,Low Risk
EMP014493,01-06-2008,June,Male,Service,Yes,2,3,5.1,0.28,Low Risk
EMP014494,11-06-2008,June,Female,Service,Yes,3,6,6.7,0.5,Low Risk
EMP014495,19-08-2008,August,Female,Service,Yes,1,2,3.5,0.27,Low Risk
EMP014496,18-08-2008,August,Male,Service,Yes,1,3,5.6,0.33,Low Risk
EMP014497,14-05-2008,May,Female,Service,No,3,5,6.9,0.64,Low Risk
EMP014498,01-01-2008,January,Female,Service,No,4,8,8.7,0.81,High Risk
EMP014499,18-06-2008,June,Male,Product,Yes,0,1,1.2,0.08,Low Risk
EMP014500,16-06-2008,June,Male,Service,Yes,4,8,6.6,0.65,Low Risk
EMP014501,19-04-2008,April,Male,Product,Yes,1,2,4.5,0.26,Low Risk
EMP014502,21-07-2008,July,Female,Service,Yes,3,4,4.5,0.41,Low Risk
EMP014503,08-07-2008,July,Female,Service,No,3,8,7.8,0.75,High Risk
EMP014504,10-11-2008,November,Female,Service,Yes,2,3,4.9,0.34,Low Risk
EMP014505,14-08-2008,August,Male,Product,No,4,7,8.3,0.75,High Risk
EMP014507,24-08-2008,August,Male,Service,No,3,6,6.7,0.62,Low Risk
EMP014509,16-08-2008,August,Female,Product,Yes,3,5,5.8,0.49,Low Risk
EMP014511,06-10-2008,October,Male,Service,Yes,1,2,3.3,0.28,Low Risk
EMP014512,01-02-2008,February,Male,Product,Yes,4,8,8.7,0.82,High Risk
EMP014513,20-10-2008,October,Female,Service,No,5,9,9.9,0.9,High Risk
EMP014514,17-07-2008,July,Male,Product,No,2,3,4.5,0.27,Low Risk
EMP014516,24-04-2008,April,Male,Product,No,2,4,5.6,0.52,Low Risk
EMP014517,16-03-2008,March,Female,Product,Yes,2,5,6.3,0.53,Low Risk
EMP014518,06-10-2008,October,Male,Service,No,3,4,5.3,0.37,Low Risk
EMP014520,20-07-2008,July,Female,Product,No,3,5,8.8,0.69,Low Risk
EMP014523,02-10-2008,October,Female,Product,No,4,9,8,0.79,High Risk
EMP014524,03-10-2008,October,Male,Product,No,1,3,5.5,0.49,Low Risk
EMP014525,28-09-2008,September,Female,Service,No,4,9,7.9,0.81,High Risk
EMP014526,12-01-2008,January,Male,Service,No,2,4,1.9,0.12,Low Risk
EMP014527,29-02-2008,February,Male,Product,Yes,3,5,7.5,0.59,Low Risk
EMP014528,08-01-2008,January,Male,Product,No,3,5,7.3,0.68,Low Risk
EMP014529,13-11-2008,November,Male,Service,No,2,6,7.2,0.66,Low Risk
EMP014530,18-07-2008,July,Female,Service,No,2,4,5.7,0.4,Low Risk
EMP014531,21-06-2008,June,Male,Service,No,1,4,6.2,0.42,Low Risk
EMP014533,26-09-2008,September,Male,Service,No,3,7,8,0.78,High Risk
EMP014534,26-03-2008,March,Male,Product,No,1,4,5.2,0.44,Low Risk
EMP014535,06-02-2008,February,Male,Service,Yes,2,5,6.9,0.64,Low Risk
EMP014536,24-04-2008,April,Male,Product,Yes,2,4,3,0.21,Low Risk
EMP014537,05-04-2008,April,Male,Service,Yes,1,2,5.4,0.31,Low Risk
EMP014538,07-11-2008,November,Male,Service,Yes,2,4,5.5,0.4,Low Risk
EMP014539,09-04-2008,April,Female,Product,Yes,3,5,5.8,0.47,Low Risk
EMP014540,21-05-2008,May,Female,Service,No,4,8,7.4,0.71,High Risk
EMP014542,23-07-2008,July,Female,Service,Yes,2,3,5.3,0.4,Low Risk
EMP014543,08-04-2008,April,Female,Product,Yes,1,1,3.3,0.24,Low Risk
EMP014544,19-07-2008,July,Female,Product,No,3,6,7.3,0.59,Low Risk
EMP014545,23-01-2008,January,Female,Service,No,3,5,6.4,0.42,Low Risk
EMP014546,16-10-2008,October,Female,Service,Yes,1,2,6.4,0.41,Low Risk
EMP014547,15-05-2008,May,Female,Service,No,1,4,5.3,0.34,Low Risk
EMP014548,28-02-2008,February,Male,Service,No,0,2,3.8,0.18,Low Risk
EMP014549,28-11-2008,November,Male,Product,Yes,0,1,0.6,0.02,Low Risk
EMP014550,25-08-2008,August,Female,Service,Yes,2,4,5.5,0.31,Low Risk
EMP014551,30-05-2008,May,Female,Service,No,2,3,4.3,0.38,Low Risk
EMP014552,20-12-2008,December,Female,Service,Yes,4,8,7.5,0.68,Low Risk
EMP014554,08-02-2008,February,Male,Service,Yes,2,4,3.8,0.3,Low Risk
EMP014556,29-04-2008,April,Male,Service,Yes,2,4,6.7,0.57,Low Risk
EMP014557,16-07-2008,July,Female,Service,Yes,3,5,8.3,0.69,Low Risk
EMP014558,26-04-2008,April,Female,Product,Yes,2,6,6.9,0.67,Low Risk
EMP014560,02-01-2008,January,Male,Product,No,3,6,7.6,0.56,Low Risk
EMP014561,18-02-2008,February,Female,Service,No,1,1,3.7,0.28,Low Risk
EMP014562,22-10-2008,October,Male,Service,Yes,3,6,6.1,0.49,Low Risk
EMP014563,29-01-2008,January,Female,Service,Yes,4,8,7.8,0.72,High Risk
EMP014564,25-07-2008,July,Female,Product,Yes,2,3,6.8,0.5,Low Risk
EMP014565,29-01-2008,January,Female,Service,Yes,3,5,4.9,0.38,Low Risk
EMP014566,04-01-2008,January,Female,Service,Yes,3,6,5.9,0.36,Low Risk
EMP014567,30-11-2008,November,Female,Service,No,1,2,1.5,0.03,Low Risk
EMP014568,09-01-2008,January,Male,Service,Yes,3,5,5,0.4,Low Risk
EMP014569,09-11-2008,November,Female,Service,Yes,1,2,5.3,0.29,Low Risk
EMP014573,15-08-2008,August,Female,Product,No,2,5,6,0.41,Low Risk
EMP014575,17-12-2008,December,Female,Service,No,4,8,7.7,0.65,Low Risk
EMP014576,13-01-2008,January,Female,Product,No,4,7,7.6,0.64,Low Risk
EMP014577,03-02-2008,February,Female,Service,No,2,6,7.4,0.71,High Risk
EMP014579,22-07-2008,July,Male,Service,Yes,3,4,5.8,0.49,Low Risk
EMP014580,28-03-2008,March,Male,Product,Yes,1,2,4.6,0.28,Low Risk
EMP014581,23-11-2008,November,Male,Service,Yes,2,4,5.2,0.49,Low Risk
EMP014582,09-05-2008,May,Female,Product,Yes,1,2,3.5,0.14,Low Risk
EMP014583,08-10-2008,October,Male,Product,Yes,1,3,5.8,0.47,Low Risk
EMP014584,30-10-2008,October,Female,Product,Yes,3,5,4.5,0.34,Low Risk
EMP014585,15-08-2008,August,Male,Product,Yes,1,2,6.6,0.5,Low Risk
EMP014586,30-01-2008,January,Female,Service,Yes,1,4,5.8,0.34,Low Risk
EMP014587,27-10-2008,October,Female,Service,Yes,2,5,4,0.34,Low Risk
EMP014589,03-02-2008,February,Female,Service,Yes,4,6,7.6,0.59,Low Risk
EMP014590,28-05-2008,May,Female,Service,Yes,2,3,4.4,0.36,Low Risk
EMP014591,28-10-2008,October,Female,Service,Yes,1,2,4.8,0.28,Low Risk
EMP014592,15-01-2008,January,Male,Product,Yes,2,4,4.7,0.4,Low Risk
EMP014593,09-04-2008,April,Female,Service,Yes,0,1,1.1,0.06,Low Risk
EMP014594,24-07-2008,July,Female,Service,No,1,3,5,0.36,Low Risk
EMP014596,12-03-2008,March,Female,Product,Yes,2,4,6.6,0.47,Low Risk
EMP014597,15-10-2008,October,Male,Service,No,4,9,8.4,0.81,High Risk
EMP014598,10-11-2008,November,Male,Service,Yes,3,6,6,0.47,Low Risk
EMP014599,25-09-2008,September,Female,Service,Yes,0,1,4.6,0.32,Low Risk
EMP014601,05-05-2008,May,Male,Service,Yes,2,2,0.9,0.05,Low Risk
EMP014602,18-10-2008,October,Male,Product,No,3,5,7,0.58,Low Risk
EMP014604,04-06-2008,June,Female,Service,Yes,2,3,4.7,0.23,Low Risk
EMP014605,27-07-2008,July,Female,Service,No,3,7,9.3,0.81,High Risk
EMP014606,29-09-2008,September,Female,Product,No,2,6,8.8,0.7,High Risk
EMP014608,09-04-2008,April,Male,Service,No,2,4,7,0.56,Low Risk
EMP014610,21-09-2008,September,Female,Service,Yes,2,2,1.3,0.07,Low Risk
EMP014612,04-05-2008,May,Female,Service,No,3,5,7.1,0.62,Low Risk
EMP014613,27-10-2008,October,Female,Product,Yes,2,4,4.8,0.41,Low Risk
EMP014614,14-08-2008,August,Female,Service,Yes,3,4,5.7,0.49,Low Risk
EMP014616,03-09-2008,September,Female,Service,Yes,0,1,3.7,0.22,Low Risk
EMP014617,07-09-2008,September,Female,Service,Yes,2,4,5.5,0.3,Low Risk
EMP014618,13-07-2008,July,Female,Service,Yes,2,5,5.4,0.3,Low Risk
EMP014619,07-04-2008,April,Male,Service,Yes,2,3,4.7,0.34,Low Risk
EMP014620,10-04-2008,April,Female,Service,No,3,5,8,0.66,Low Risk
EMP014621,16-01-2008,January,Female,Service,No,4,6,7.8,0.59,Low Risk
EMP014622,10-03-2008,March,Male,Service,Yes,2,4,5.4,0.39,Low Risk
EMP014624,02-06-2008,June,Male,Product,No,2,6,6.1,0.57,Low Risk
EMP014626,11-12-2008,December,Female,Product,No,4,7,6.4,0.58,Low Risk
EMP014627,18-06-2008,June,Female,Service,No,3,5,4.9,0.31,Low Risk
EMP014629,19-06-2008,June,Male,Product,Yes,3,6,7.3,0.51,Low Risk
EMP014630,29-04-2008,April,Female,Service,Yes,1,2,4.9,0.44,Low Risk
EMP014631,08-01-2008,January,Male,Product,No,3,7,7.6,0.61,Low Risk
EMP014632,09-01-2008,January,Male,Service,Yes,3,5,5,0.43,Low Risk
EMP014633,01-11-2008,November,Male,Product,Yes,1,2,5.5,0.47,Low Risk
EMP014634,01-11-2008,November,Female,Service,No,0,1,2.6,0.11,Low Risk
EMP014635,15-08-2008,August,Female,Product,No,1,3,6.4,0.51,Low Risk
EMP014636,14-03-2008,March,Female,Product,No,3,9,10,1,High Risk
EMP014637,27-06-2008,June,Female,Service,Yes,3,5,6.4,0.46,Low Risk
EMP014638,16-05-2008,May,Female,Service,No,4,7,7.1,0.6,Low Risk
EMP014640,05-08-2008,August,Female,Product,Yes,2,4,6.4,0.59,Low Risk
EMP014641,09-02-2008,February,Female,Product,No,2,4,7.9,0.62,Low Risk
EMP014642,19-08-2008,August,Female,Service,Yes,2,4,5.4,0.38,Low Risk
EMP014643,21-05-2008,May,Female,Product,Yes,2,4,5,0.39,Low Risk
EMP014645,22-07-2008,July,Female,Service,Yes,2,3,5.7,0.4,Low Risk
EMP014646,06-07-2008,July,Male,Service,No,5,9,8.8,0.86,High Risk
EMP014647,23-01-2008,January,Female,Product,Yes,1,4,4.7,0.3,Low Risk
EMP014648,21-08-2008,August,Female,Product,Yes,0,1,4.1,0.28,Low Risk
EMP014649,08-06-2008,June,Male,Product,No,4,9,8.9,0.9,High Risk
EMP014650,13-08-2008,August,Female,Service,No,3,7,9.7,0.85,High Risk
EMP014651,02-08-2008,August,Female,Product,No,4,6,6.9,0.64,Low Risk
EMP014652,04-06-2008,June,Female,Service,Yes,1,3,5.9,0.46,Low Risk
EMP014653,24-10-2008,October,Male,Service,Yes,2,5,4.8,0.41,Low Risk
EMP014654,03-12-2008,December,Male,Service,Yes,3,7,6.6,0.54,Low Risk
EMP014655,24-11-2008,November,Male,Service,Yes,2,4,5.3,0.44,Low Risk
EMP014656,04-04-2008,April,Female,Product,No,4,10,10,1,High Risk
EMP014657,18-09-2008,September,Female,Product,No,3,6,5.5,0.42,Low Risk
EMP014658,08-03-2008,March,Female,Product,No,5,8,8.1,0.79,High Risk
EMP014659,22-06-2008,June,Female,Service,Yes,2,4,6.2,0.5,Low Risk
EMP014660,15-04-2008,April,Female,Product,No,1,1,2.7,0.21,Low Risk
EMP014661,31-03-2008,March,Female,Service,No,4,7,6.6,0.63,Low Risk
EMP014663,30-10-2008,October,Female,Product,No,1,2,3.6,0.23,Low Risk
EMP014664,02-12-2008,December,Male,Product,No,1,3,6.6,0.5,Low Risk
EMP014665,24-05-2008,May,Male,Service,Yes,4,7,7.1,0.62,Low Risk
EMP014666,17-07-2008,July,Female,Service,No,1,1,3.2,0.16,Low Risk
EMP014667,21-11-2008,November,Female,Service,Yes,2,3,5,0.35,Low Risk
EMP014668,18-12-2008,December,Female,Product,Yes,2,3,4.7,0.37,Low Risk
EMP014669,19-03-2008,March,Female,Service,Yes,0,1,4,0.29,Low Risk
EMP014670,20-01-2008,January,Male,Product,Yes,3,7,9.1,0.75,High Risk
EMP014672,29-10-2008,October,Female,Service,Yes,3,4,5.5,0.44,Low Risk
EMP014673,09-02-2008,February,Male,Product,No,3,6,7.6,0.68,Low Risk
EMP014674,06-01-2008,January,Female,Service,Yes,2,4,4.3,0.35,Low Risk
EMP014675,16-12-2008,December,Female,Service,No,4,6,7,0.64,Low Risk
EMP014677,19-02-2008,February,Female,Service,Yes,2,5,6.9,0.46,Low Risk
EMP014678,29-08-2008,August,Female,Service,Yes,0,1,3,0.17,Low Risk
EMP014679,02-10-2008,October,Male,Service,No,3,4,5.5,0.39,Low Risk
EMP014680,09-07-2008,July,Male,Service,Yes,3,5,4.8,0.43,Low Risk
EMP014683,13-03-2008,March,Male,Product,Yes,3,5,5.9,0.45,Low Risk
EMP014685,16-08-2008,August,Male,Service,No,1,3,5.9,0.47,Low Risk
EMP014686,02-06-2008,June,Female,Service,Yes,1,2,4.3,0.23,Low Risk
EMP014687,27-09-2008,September,Female,Service,No,2,3,4.8,0.3,Low Risk
EMP014688,24-08-2008,August,Female,Service,Yes,2,4,5.6,0.34,Low Risk
EMP014689,06-01-2008,January,Male,Service,Yes,1,1,4.1,0.26,Low Risk
EMP014690,10-08-2008,August,Female,Product,Yes,3,4,5.2,0.39,Low Risk
EMP014691,20-06-2008,June,Male,Product,No,3,6,7,0.71,High Risk
EMP014693,27-10-2008,October,Male,Product,No,2,3,4.2,0.25,Low Risk
EMP014694,27-12-2008,December,Female,Service,Yes,2,4,4.8,0.33,Low Risk
EMP014695,08-08-2008,August,Female,Service,No,4,8,7.9,0.65,Low Risk
EMP014696,30-12-2008,December,Male,Service,No,4,7,6.6,0.65,Low Risk
EMP014697,11-12-2008,December,Male,Product,No,3,5,7.2,0.53,Low Risk
EMP014698,30-06-2008,June,Male,Product,Yes,2,4,6.8,0.52,Low Risk
EMP014699,29-12-2008,December,Male,Service,Yes,3,6,7.7,0.57,Low Risk
EMP014700,27-03-2008,March,Male,Product,Yes,0,1,3.1,0.13,Low Risk
EMP014701,25-10-2008,October,Male,Service,No,4,9,9.1,0.92,High Risk
EMP014703,01-06-2008,June,Female,Product,Yes,2,3,2.8,0.21,Low Risk
EMP014704,11-05-2008,May,Male,Service,Yes,1,3,6.8,0.44,Low Risk
EMP014705,12-08-2008,August,Male,Service,No,4,6,6.4,0.6,Low Risk
EMP014706,31-12-2008,December,Female,Product,Yes,1,3,5.7,0.43,Low Risk
EMP014709,06-12-2008,December,Male,Service,Yes,2,4,3.7,0.28,Low Risk
EMP014710,25-01-2008,January,Female,Product,Yes,1,1,5,0.27,Low Risk
EMP014711,08-08-2008,August,Female,Service,Yes,4,8,7.1,0.6,Low Risk
EMP014712,21-11-2008,November,Male,Service,No,3,7,6,0.52,Low Risk
EMP014714,22-05-2008,May,Female,Service,Yes,1,2,4.4,0.2,Low Risk
EMP014715,10-08-2008,August,Female,Service,No,3,5,4.9,0.41,Low Risk
EMP014716,18-10-2008,October,Male,Product,Yes,3,5,6.6,0.46,Low Risk
EMP014717,06-12-2008,December,Female,Service,Yes,3,6,7.3,0.5,Low Risk
EMP014718,14-11-2008,November,Male,Service,No,1,3,2.7,0.17,Low Risk
EMP014719,05-02-2008,February,Female,Service,Yes,1,1,1,0.07,Low Risk
EMP014720,05-10-2008,October,Male,Product,No,4,9,8.7,0.91,High Risk
EMP014721,14-11-2008,November,Female,Service,Yes,3,5,7.2,0.55,Low Risk
EMP014722,26-02-2008,February,Male,Service,Yes,4,7,9.4,0.82,High Risk
EMP014723,02-08-2008,August,Male,Service,Yes,2,3,5.4,0.43,Low Risk
EMP014724,29-01-2008,January,Male,Product,Yes,2,3,4.9,0.36,Low Risk
EMP014725,02-04-2008,April,Female,Service,Yes,3,4,6.8,0.45,Low Risk
EMP014726,04-03-2008,March,Male,Service,Yes,3,8,7.9,0.77,High Risk
EMP014727,14-04-2008,April,Male,Product,No,3,6,7.2,0.54,Low Risk
EMP014728,28-01-2008,January,Female,Service,No,3,7,7.4,0.62,Low Risk
EMP014729,03-09-2008,September,Female,Service,Yes,3,6,6.8,0.47,Low Risk
EMP014730,17-12-2008,December,Female,Product,Yes,0,1,4,0.21,Low Risk
EMP014732,03-07-2008,July,Male,Product,No,3,8,8.6,0.74,High Risk
EMP014733,05-11-2008,November,Female,Service,No,1,4,5.6,0.36,Low Risk
EMP014734,12-12-2008,December,Male,Service,No,3,7,9.9,0.92,High Risk
EMP014735,12-11-2008,November,Male,Service,Yes,1,2,0.8,0,Low Risk
EMP014736,01-01-2008,January,Female,Service,Yes,4,7,6.9,0.68,Low Risk
EMP014737,06-08-2008,August,Female,Service,Yes,2,3,5.4,0.37,Low Risk
EMP014738,26-08-2008,August,Male,Product,No,3,6,7.6,0.61,Low Risk
EMP014739,26-12-2008,December,Female,Service,No,2,4,5.2,0.46,Low Risk
EMP014741,21-12-2008,December,Female,Service,Yes,1,1,3.5,0.22,Low Risk
EMP014742,17-04-2008,April,Female,Product,Yes,4,7,6.2,0.58,Low Risk
EMP014743,26-11-2008,November,Male,Service,Yes,2,4,8.2,0.64,Low Risk
EMP014744,01-01-2008,January,Male,Service,No,3,4,4.1,0.35,Low Risk
EMP014747,08-04-2008,April,Female,Service,Yes,0,1,4.3,0.28,Low Risk
EMP014748,09-04-2008,April,Male,Product,No,3,7,10,1,High Risk
EMP014749,16-07-2008,July,Male,Service,No,2,2,1.8,0.13,Low Risk
EMP014750,05-06-2008,June,Male,Service,Yes,1,3,4.9,0.26,Low Risk
EMP014751,16-04-2008,April,Male,Service,No,3,6,7.9,0.58,Low Risk
EMP014752,23-04-2008,April,Male,Product,No,2,5,6.8,0.53,Low Risk
EMP014753,28-09-2008,September,Male,Product,No,4,7,6.7,0.62,Low Risk
EMP014755,07-01-2008,January,Male,Service,Yes,1,3,3.7,0.18,Low Risk
EMP014756,20-11-2008,November,Male,Service,No,2,7,9.2,0.78,High Risk
EMP014757,08-05-2008,May,Male,Service,No,2,6,6.8,0.58,Low Risk
EMP014758,05-03-2008,March,Male,Product,No,2,5,7.5,0.59,Low Risk
EMP014759,25-03-2008,March,Female,Product,No,2,4,7.3,0.52,Low Risk
EMP014760,06-09-2008,September,Female,Service,No,3,5,7.7,0.64,Low Risk
EMP014763,27-01-2008,January,Male,Service,No,3,7,8.3,0.73,High Risk
EMP014764,11-10-2008,October,Female,Service,Yes,0,3,5.3,0.3,Low Risk
EMP014765,05-03-2008,March,Male,Product,Yes,3,7,8.6,0.87,High Risk
EMP014766,11-09-2008,September,Female,Service,Yes,1,2,5,0.33,Low Risk
EMP014767,17-06-2008,June,Male,Service,Yes,3,4,5.5,0.43,Low Risk
EMP014768,14-04-2008,April,Male,Product,Yes,3,7,7.3,0.52,Low Risk
EMP014769,24-04-2008,April,Female,Service,Yes,1,1,2.8,0.23,Low Risk
EMP014771,22-11-2008,November,Female,Product,Yes,3,7,6.1,0.56,Low Risk
EMP014772,08-11-2008,November,Female,Product,No,2,4,4.7,0.42,Low Risk
EMP014773,24-04-2008,April,Female,Service,Yes,0,1,4,0.24,Low Risk
EMP014774,06-01-2008,January,Male,Product,No,3,6,8.5,0.68,Low Risk
EMP014775,15-09-2008,September,Male,Service,Yes,1,1,1.9,0.04,Low Risk
EMP014776,20-07-2008,July,Male,Service,Yes,2,2,4.5,0.29,Low Risk
EMP014777,11-05-2008,May,Male,Product,Yes,4,8,10,0.92,High Risk
EMP014778,04-08-2008,August,Female,Service,Yes,2,3,5.1,0.26,Low Risk
EMP014780,12-09-2008,September,Male,Product,No,2,3,6.2,0.5,Low Risk
EMP014781,01-04-2008,April,Female,Service,No,4,7,6.6,0.58,Low Risk
EMP014782,09-02-2008,February,Male,Product,Yes,0,1,3.6,0.26,Low Risk
EMP014783,07-09-2008,September,Male,Service,No,1,3,4.8,0.44,Low Risk
EMP014784,06-10-2008,October,Male,Service,No,1,4,6.3,0.51,Low Risk
EMP014786,15-03-2008,March,Female,Product,No,2,4,7,0.52,Low Risk
EMP014788,06-01-2008,January,Female,Service,Yes,3,4,4.4,0.38,Low Risk
EMP014789,22-07-2008,July,Male,Service,Yes,1,3,4,0.3,Low Risk
EMP014790,29-11-2008,November,Male,Service,No,5,10,10,1,High Risk
EMP014791,27-07-2008,July,Female,Service,No,1,2,4.8,0.41,Low Risk
EMP014792,07-05-2008,May,Male,Product,Yes,4,6,5.8,0.5,Low Risk
EMP014795,22-09-2008,September,Male,Service,Yes,3,5,7.1,0.49,Low Risk
EMP014796,24-05-2008,May,Female,Service,Yes,1,4,4.1,0.31,Low Risk
EMP014797,11-10-2008,October,Male,Service,Yes,3,5,5.3,0.48,Low Risk
EMP014798,06-01-2008,January,Male,Service,No,2,4,6.2,0.55,Low Risk
EMP014799,01-07-2008,July,Male,Service,Yes,4,8,9.7,0.83,High Risk
EMP014800,14-07-2008,July,Male,Product,Yes,2,3,4.2,0.24,Low Risk
EMP014801,11-02-2008,February,Female,Product,Yes,2,2,2.9,0.14,Low Risk
EMP014802,12-04-2008,April,Male,Product,No,4,9,10,0.93,High Risk
EMP014803,14-11-2008,November,Male,Service,No,3,6,5.6,0.52,Low Risk
EMP014804,27-06-2008,June,Male,Product,No,3,7,7.4,0.75,High Risk
EMP014806,18-02-2008,February,Male,Service,Yes,0,1,3.3,0.2,Low Risk
EMP014807,22-11-2008,November,Female,Service,Yes,3,6,6.5,0.41,Low Risk
EMP014808,11-05-2008,May,Male,Product,Yes,1,2,4.5,0.26,Low Risk
EMP014809,08-09-2008,September,Male,Product,No,3,5,5,0.38,Low Risk
EMP014810,12-08-2008,August,Female,Product,Yes,1,3,4.5,0.32,Low Risk
EMP014811,10-05-2008,May,Female,Service,No,3,7,7.8,0.77,High Risk
EMP014812,26-08-2008,August,Female,Service,Yes,2,3,3.6,0.16,Low Risk
EMP014813,09-11-2008,November,Female,Service,No,0,1,0,0,Low Risk
EMP014814,07-01-2008,January,Female,Service,Yes,3,4,6.3,0.5,Low Risk
EMP014815,25-03-2008,March,Female,Product,Yes,3,4,4.4,0.34,Low Risk
EMP014816,08-05-2008,May,Female,Service,Yes,0,1,1.6,0.04,Low Risk
EMP014817,04-11-2008,November,Male,Service,Yes,2,4,4.5,0.36,Low Risk
EMP014818,06-09-2008,September,Female,Product,Yes,3,5,4.6,0.4,Low Risk
EMP014819,12-01-2008,January,Male,Service,No,2,6,6.2,0.56,Low Risk
EMP014820,01-04-2008,April,Female,Product,Yes,3,5,5.6,0.47,Low Risk
EMP014822,14-11-2008,November,Male,Product,No,3,7,7,0.68,Low Risk
EMP014823,05-04-2008,April,Female,Service,Yes,1,2,5.6,0.42,Low Risk
EMP014824,01-01-2008,January,Female,Service,No,0,2,2.5,0.19,Low Risk
EMP014826,18-06-2008,June,Male,Service,No,3,6,6.6,0.64,Low Risk
EMP014827,06-01-2008,January,Female,Service,No,3,8,8,0.81,High Risk
EMP014828,20-04-2008,April,Female,Service,Yes,2,4,7.3,0.69,Low Risk
EMP014829,19-01-2008,January,Female,Service,No,2,2,4.2,0.2,Low Risk
EMP014830,13-09-2008,September,Male,Service,No,2,6,5.8,0.53,Low Risk
EMP014831,19-07-2008,July,Male,Service,Yes,1,3,6.7,0.47,Low Risk
EMP014833,05-08-2008,August,Female,Product,No,3,7,9.2,0.8,High Risk
EMP014835,08-10-2008,October,Male,Product,No,1,3,5.8,0.36,Low Risk
EMP014838,18-09-2008,September,Female,Service,Yes,3,6,7.2,0.53,Low Risk
EMP014839,24-11-2008,November,Male,Product,Yes,3,7,7.1,0.67,Low Risk
EMP014841,26-05-2008,May,Female,Product,No,2,4,6,0.43,Low Risk
EMP014843,26-08-2008,August,Male,Product,No,2,4,6.2,0.42,Low Risk
EMP014844,26-05-2008,May,Female,Service,No,2,5,7.7,0.57,Low Risk
